Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Offer,Education,Skills,Perks
2025-09-21 14:38:01,Graphic Designer,Trading Fox Private Limited,Jaipur,Immediately,"₹ 13,000 - 15,000 /month",6 Months,5 Oct' 25,Nothing,Not Specified,"Adobe Photoshop, Canva, CorelDRAW",Not Available
2025-09-21 14:38:05,Content and Social Media Marketing,Trumpet Media,Jaipur,Immediately,"₹ 8,000 - 14,000 /month",6 Months,11 Oct' 25,Nothing,Not Specified,"Canva, Community Management, Creative Direction, Creative Thinking, Design Thinking, Effective Communication","Certificate, Flexible, Letter Of Recommendation"
2025-09-21 14:38:07,Social Media Marketing(Female),Social Shor,Jaipur,Immediately,"₹ 5,000 - 8,000 /month",6 Months,12 Oct' 25,Nothing,Not Specified,"Content Editing, Content Writing, Digital Marketing, Instagram Marketing, Photography, Social Media Marketing","Certificate, Letter Of Recommendation, 5 Days A Week"
2025-09-21 14:38:10,Content Creator,Trading Fox Private Limited,Jaipur,Immediately,"₹ 15,000 - 20,000 /month",6 Months,5 Oct' 25,Nothing,Not Specified,"Effective Communication, Interpersonal skills",Certificate
2025-09-21 14:38:12,Business Analyst (Female),Requin Solutions Private Limited,Jaipur,Immediately,"₹ 10,000 /month",6 Months,15 Oct' 25,Nothing,Not Specified,"Effective Communication, Email Marketing, Lead Generation","Certificate, Letter Of Recommendation"
2025-09-21 14:38:15,Business Development (Sales),KSP Solutions & Assessment Private Limited,Jaipur,Immediately,"₹ 7,000 - 8,000 /month",1 Month,1 Oct' 25,Nothing,Not Specified,"Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing","Certificate, Flexible, Letter Of Recommendation"
2025-09-21 14:38:17,Search Engine Optimization (SEO),Get Catalyzed,Jaipur,Immediately,"₹ 6,000 - 8,000 /month",3 Months,4 Oct' 25,Nothing,Not Specified,"Digital Marketing, English Proficiency (Written), Google Analytics, Search Engine Marketing (SEM), Search Engine Optimization (SEO)","Certificate, Letter Of Recommendation, Mentorship"
2025-09-21 14:38:19,LinkedIn Management,Get Catalyzed,Jaipur,Immediately,"₹ 8,000 - 10,000 /month",3 Months,1 Oct' 25,Nothing,Not Specified,"Content Writing, Creative Writing, Digital Marketing, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, LinkedIn Marketing","Certificate, Letter Of Recommendation"
2025-09-21 14:38:21,Video Editing/Making,EMIAC,Jaipur,Immediately,"₹ 5,000 - 7,000 /month",6 Months,Not Available,Nothing,Not Specified,"Adobe Illustrator, Adobe Photoshop, Final Cut Pro, Video Editing, Video Making",Certificate
2025-09-21 14:38:24,Customer Service/Customer Support Female,Indian Jeweller,Jaipur,Immediately,"₹ 10,000 - 20,000 /month",6 Months,3 Oct' 25,Nothing,Not Specified,Effective Communication,Not Available
2025-09-21 14:38:27,Business Development,Elbow Grease Business Solutions Pvt Ltd,Jaipur,Immediately,"₹ 8,000 - 12,000 /month",2 Months,Not Available,Nothing,Not Specified,"Client Relationship Management (CRM), Effective Communication, Interpersonal skills, Sales Management",Certificate
2025-09-21 14:38:32,Content Writing,Vicinity Design Studio,Jaipur,Immediately,"₹ 10,000 - 20,000 /month",6 Months,9 Oct' 25,Nothing,"1. Students or recent graduates with minimum 6-month experience in Journalism, Architecture, History, Economics, or related fields","Blogging, Content Editing, Content Writing, Creative Writing, Effective Communication, English Proficiency (Spoken), English Proficiency (Written), Microsoft 365","Certificate, Flexible, Letter Of Recommendation, 5 Days A Week"
2025-09-21 14:38:37,Content and Social Media Marketing,Indo Divine Spiritual Solutions Private Limited,Jaipur,Immediately,"₹ 2,000 - 3,000 /month",3 Months,16 Oct' 25,Nothing,Not Specified,"Creative Writing, Marketing Strategy, Search Engine Optimization (SEO), Social Media Marketing, Video Editing","Certificate, Flexible"
2025-09-21 14:38:40,Marketing,EMIAC,Jaipur,Immediately,"₹ 5,000 - 7,000 /month",6 Months,Not Available,Nothing,Not Specified,"Branding, Email Marketing, English Proficiency (Spoken), Event Management",Certificate
2025-09-21 14:38:41,Live Stream Trader,Trading Fox Private Limited,Jaipur,Immediately,"₹ 15,000 - 20,000 /month",6 Months,Not Available,Nothing,Not Specified,"Effective Communication, Market Analysis, Stock Trading",Mentorship
2025-09-21 14:38:43,Human Resources (HR),Travel Lykke Private Limited,Jaipur,Immediately,"₹ 5,000 - 10,000 /month",4 Months,8 Oct' 25,Nothing,Not Specified,"Adaptability, Email Management, English Proficiency (Spoken), English Proficiency (Written), Interpersonal skills, Interview Coordination, MS-Excel, MS-Office",Certificate
2025-09-21 14:38:45,Social Media Marketing,SOCIOTOPS MARKETING PRIVATE LIMITED,Jaipur,Immediately,"₹ 6,000 - 8,000 /month",6 Months,Not Available,Nothing,"1. Current student or recent graduate in marketing, communications, media, or a related field.","Canva, Creative Writing, Design Thinking, Digital Marketing, Instagram Marketing, Social Media Marketing","Certificate, Letter Of Recommendation, 5 Days A Week"
2025-09-21 14:38:47,Research Analyst,Humalife Healthcare,Jaipur,Immediately,"₹ 3,000 - 5,000 /month",3 Months,11 Oct' 25,Nothing,2. Freshers or students seeking internship opportunities with potential Pre-Placement Offers (PPOs),"Data Analysis, Research and Analytics","Certificate, Letter Of Recommendation, 5 Days A Week"
