Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Offer,Education,Skills,Perks
2025-09-27 23:14:18,Marketing,Gigart Solutions Private Limited,Chennai,Immediately,"₹ 6,000 - 10,000 /month",4 Months,24 Oct' 25,Nothing,"1. Bachelor's degree in accounting, finance, law, business administration, or related fields","Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Finance, Sales Strategy, Social Media Marketing","Certificate, Letter Of Recommendation"
2025-09-27 23:14:20,Graphic Design,Murugesh Chandran,Chennai,Immediately,"₹ 10,000 /month",6 Months,24 Oct' 25,Nothing,Not Specified,"Adobe After Effects, Adobe Illustrator, Adobe Photoshop, Canva, Video Editing",Not Available
2025-09-27 23:14:23,Business Development (Sales),Sigillieum Software Consultants Pvt.Ltd,Chennai,Immediately,"₹ 8,000 - 15,000 /month",6 Months,26 Oct' 25,Nothing,Not Specified,"Client Relationship Management (CRM), Effective Communication, English Proficiency (Spoken), Interpersonal skills, MS-Excel, Negotiation, Tamil Proficiency (Spoken)","Certificate, Flexible, Letter Of Recommendation"
2025-09-27 23:14:25,Brand Management,The Gurus,Chennai,Immediately,"₹ 6,000 - 10,000 /month",2 Months,26 Oct' 25,Nothing,Not Specified,"Digital Marketing, English Proficiency (Spoken), English Proficiency (Written), Social Media Marketing","Certificate, Letter Of Recommendation"
2025-09-27 23:14:27,Project Management,Notion Press Media Private Limited,Chennai,Immediately,"₹ 5,000 - 10,000 /month",2 Months,26 Oct' 25,Nothing,"1. Recent graduates or final-year students (any discipline, preferably Management, Communications, or related fields).","Effective Communication, MS-Office","Certificate, Flexible, Letter Of Recommendation"
2025-09-27 23:14:29,Product Design,D2B Technologies Private Limited (Boxs),Chennai,Immediately,"₹ 8,000 - 10,000 /month",3 Months,25 Oct' 25,Nothing,Not Specified,Google SketchUp,"Flexible, 5 Days A Week"
2025-09-27 23:14:30,Human Resources (HR),Justdial Limited,Chennai,Immediately,"₹ 8,000 - 10,000 /month",3 Months,25 Oct' 25,Nothing,"1. Candidates pursuing or have completed BBA,B.COM, M.COM,MBA","English Proficiency (Spoken), English Proficiency (Written), Mathematics, MS-Office, Payroll","Certificate, Letter Of Recommendation"
2025-09-27 23:14:32,Human Resources (HR),Unique Org,Chennai,Immediately,"₹ 3,000 - 6,000 /month",3 Months,25 Oct' 25,Nothing,Not Specified,"Effective Communication, English Proficiency (Spoken), English Proficiency (Written), MS-Excel, MS-Office, MS-Word","Certificate, Letter Of Recommendation"
2025-09-27 23:14:33,Business Development (Sales),DTYLE AI NUVIEW PVT LTD,Chennai,Immediately,"₹ 5,000 - 10,000 /month",6 Months,25 Oct' 25,Nothing,Not Specified,"Client Relationship Management (CRM), Effective Communication, Email Marketing, English Proficiency (Spoken), Hindi Proficiency (Spoken), MS-Excel","Certificate, 5 Days A Week"
2025-09-27 23:14:35,Marketing,Gigart Solutions Private Limited,Chennai,Immediately,"₹ 6,000 - 10,000 /month",4 Months,24 Oct' 25,Nothing,"1. Bachelor's degree in accounting, finance, law, business administration, or related fields","Digital Marketing, Email Marketing, English Proficiency (Spoken), English Proficiency (Written), Finance, Sales Strategy, Social Media Marketing","Certificate, Letter Of Recommendation"
